id,hts_8digit,hts_10digit,chapter_99_code,duty_rate,effective_start,effective_end,list_name,sector,product_group,description,source_doc,source_doc_id,supersedes_id,superseded_by_id,role,created_at,created_by
2417,28309010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077103,
2418,28309015,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077104,
2419,28309020,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077104,
2420,28309090,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077105,
2421,28311010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077105,
2422,28311050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077105,
2423,28319000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077106,
2424,28321000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077106,
2425,28322000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077107,
2426,28323010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077107,
3650,38231920,,9903.88.15,0.0750,2020-02-14,,list_4A,,,,FR-2019-08-20_2019-17865_List4A_4B_notice.pdf,,,,impose,2026-01-20T02:41:02.447610,
2427,28323050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077107,
2428,28331110,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077108,
2429,28331150,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077108,
2430,28331900,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077109,
2431,28332100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077109,
2432,28332200,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077110,
2433,28332400,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077110,
2434,28332500,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077111,
2435,28332700,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077111,
2436,28332910,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077112,
2437,28332920,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077112,
2438,28332930,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077112,
2439,28332940,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077113,
2440,28332945,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077113,
2441,28332951,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077114,
2442,28333000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077114,
2443,28334020,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077114,
2444,28334060,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077115,
2445,28341010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077116,
2446,28341050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077116,
2447,28342100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077116,
2448,28342905,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077117,
2449,28342910,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077117,
2450,28342920,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077118,
2451,28342951,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077119,
2452,28351000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077119,
2453,28352200,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077119,
2454,28352400,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077120,
2455,28352500,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077120,
2456,28352600,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077121,
2457,28352910,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077121,
2458,28352920,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077121,
2459,28352930,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077122,
2460,28352951,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077122,
2461,28353100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077122,
2462,28353910,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077123,
2463,28353950,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077124,
2464,28362000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077124,
2465,28363000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077124,
2466,28364010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077125,
2467,28364020,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077125,
3770,39046910,,9903.88.01,0.2500,2018-07-06,,list_1,,,,FR-2018-06-20_2018-13248_List1.pdf,,,,impose,2026-01-20T02:41:02.447659,
2468,28365000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077126,
2469,28366000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077126,
2470,28369100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077126,
2471,28369200,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077127,
2472,28369910,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077127,
2473,28369920,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077128,
2474,28369930,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077128,
2475,28369940,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077128,
2476,28369950,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077129,
2477,28371100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077130,
2478,28371901,,9903.88.15,0.0750,2020-02-14,,list_4A,,,,FR-2019-08-20_2019-17865_List4A_4B_notice.pdf,,,,impose,2026-01-20T02:41:02.077130,
2479,28372010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077131,
2480,28372051,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077131,
2481,28391100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077132,
2482,28391900,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077132,
2483,28399010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077133,
2484,28399050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077133,
2485,28401100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077134,
2486,28401900,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077134,
2487,28402000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077135,
2488,28403000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077135,
2489,28413000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077136,
2490,28415010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077136,
2491,28415091,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077136,
2492,28416100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077137,
2493,28416900,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077137,
2494,28418000,,9903.91.03,0.2500,2024-09-27,,Other Critical Minerals,,,,2024-21217,,,,impose,2026-01-20T02:41:02.077138,
2495,28419010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077138,
2496,28419020,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077139,
2497,28419030,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077139,
2498,28419040,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077140,
2499,28419045,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077140,
2500,28419050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077140,
2501,28421000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077141,
2502,28429010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077141,
2503,28429090,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077142,
2504,28431000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077142,
2505,28432100,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077142,
2506,28432901,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077143,
2507,28433000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077143,
2508,28439000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077144,
2509,28441010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077144,
2510,28441020,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077145,
2511,28441050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077145,
2512,28442000,,9903.88.15,0.0750,2020-02-14,,list_4A,,,,FR-2019-08-20_2019-17865_List4A_4B_notice.pdf,,,,impose,2026-01-20T02:41:02.077145,
2513,28444100,,9903.91.03,0.2500,2024-09-27,,Other Critical Minerals,,,,2024-21217,,,,impose,2026-01-20T02:41:02.077146,
2514,28444200,,9903.91.03,0.2500,2024-09-27,,Other Critical Minerals,,,,2024-21217,,,,impose,2026-01-20T02:41:02.077146,
2515,28444300,,9903.91.03,0.2500,2024-09-27,,Other Critical Minerals,,,,2024-21217,,,,impose,2026-01-20T02:41:02.077147,
2516,28444400,,9903.91.03,0.2500,2024-09-27,,Other Critical Minerals,,,,2024-21217,,,,impose,2026-01-20T02:41:02.077147,
2517,28445000,,9903.88.15,0.0750,2020-02-14,,list_4A,,,,FR-2019-08-20_2019-17865_List4A_4B_notice.pdf,,,,impose,2026-01-20T02:41:02.077147,
2518,28451000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077148,
2519,28459000,,9903.88.01,0.2500,2018-07-06,,list_1,,,,FR-2018-06-20_2018-13248_List1.pdf,,,,impose,2026-01-20T02:41:02.077148,
2520,28470000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077149,
2521,28491000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077149,
2522,28499010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077149,
2523,28499020,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077150,
2524,28499030,,9903.91.03,0.2500,2024-09-27,,Other Critical Minerals,,,,2024-21217,,,,impose,2026-01-20T02:41:02.077150,
2525,28499050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077151,
2526,28500005,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077151,
2527,28500007,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077152,
2528,28500010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077152,
2529,28500020,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077152,
2530,28500050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077153,
2531,28521010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077153,
2532,28521090,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077154,
2533,28529005,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077154,
2534,28529090,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077154,
2535,28531000,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077155,
2536,28539010,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077155,
2537,28539050,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077156,
2538,28539090,,9903.88.03,0.2500,2019-05-10,,list_3,,,,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf,,,,impose,2026-01-20T02:41:02.077156,
