hts_8digit,hts_10digit,chapter_99_code,duty_rate,list_name,effective_start,effective_end,source_doc
07094040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07094060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07095101,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07095205,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07095300,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07095400,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07095500,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07095600,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07095911,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07095991,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07096020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07096040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07099320,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07099905,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07099910,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07099914,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07099930,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07099945,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07099990,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07101000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102120,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102140,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102210,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102215,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102220,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102225,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102237,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102240,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102905,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102925,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102930,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07102940,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07103000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07104000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108015,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108045,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108050,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108065,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108070,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108093,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07108097,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07109011,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07109091,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07114000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07115100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07115910,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07119020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07119050,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07119065,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07122020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07122040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123110,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123120,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123300,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123410,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123420,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123911,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123921,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07123940,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129015,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129030,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129065,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129070,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129074,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129078,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07129085,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07131010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07131020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07131040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07132010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07132020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133110,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133120,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133140,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133210,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133220,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133310,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133320,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133340,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133420,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133440,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133500,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133911,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133921,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07133941,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07134010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07134020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07135010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07135020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07136060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07136080,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07139011,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07139050,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07139061,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07139081,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07141020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07142010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07142020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07143010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07143020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07143060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07144010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07144020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07144050,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07144060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07145010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07145020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07145050,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07145060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149005,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149039,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149041,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149042,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149044,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149046,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149048,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149051,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
07149061,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08011100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08011901,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08013100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08013200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08021100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08021200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08022200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08023100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08023200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08024100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08024200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08025100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08025200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08026200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08028020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08029910,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08029915,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08031020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08039000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08041020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08041040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08041060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08041080,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08042040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08042060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08042080,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08043020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08043040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08043060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08045040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08045060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08045080,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08051000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08052100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08052200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08052900,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08062010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08062020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08062090,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08081000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08083020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08083040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08084020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08084040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08092900,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08093020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08093040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08101020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08101040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08102010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08103000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08104000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08107000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08109027,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08109046,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08111000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08112020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08112040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119022,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119025,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119030,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119035,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119050,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119052,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119055,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08119080,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08129010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08129020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08129030,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08129040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08129050,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08129090,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08131000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08132010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08132020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08133000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08134010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08134015,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08134020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08134030,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08134040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08134080,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08134090,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08135000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08140010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08140040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
08140080,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10011100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10019900,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10031000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10039020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10039040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10041000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10049000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10059020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10059040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10062020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10062040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10063010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10063090,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10064000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10071000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10079000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10081000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10082100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10082900,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10083000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10085000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
10089001,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11010000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11022000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11029020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11029025,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11029027,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11029030,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11029060,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11031100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11031300,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11031912,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11031914,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11031990,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11032000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11041200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11041910,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11041990,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11042200,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11042300,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11042910,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11042990,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11043000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11051000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11052000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11061000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11062010,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11062090,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11063020,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11063040,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11071000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11072000,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
11081100,,9903.88.03,0.25,list_3,2018-09-24,,USITC Chapter 99 currentRelease 951d37a5f944
