id,hts_8digit,material_type,chapter_99_claim,chapter_99_disclaim,duty_rate,country_code,article_type,effective_start,effective_end,source_doc,source_doc_id,created_at,created_by
379,73249000,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528311,populate_tariff_tables.py v13.0
380,73249000,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528311,populate_tariff_tables.py v13.0
381,73259100,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528311,populate_tariff_tables.py v13.0
382,73259100,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528312,populate_tariff_tables.py v13.0
383,73259910,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528312,populate_tariff_tables.py v13.0
384,73259910,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528313,populate_tariff_tables.py v13.0
385,73259950,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528313,populate_tariff_tables.py v13.0
386,73259950,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528314,populate_tariff_tables.py v13.0
387,73261100,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528314,populate_tariff_tables.py v13.0
388,73261100,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528315,populate_tariff_tables.py v13.0
389,73261900,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528315,populate_tariff_tables.py v13.0
390,73261900,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528315,populate_tariff_tables.py v13.0
391,73262000,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528316,populate_tariff_tables.py v13.0
392,73262000,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528316,populate_tariff_tables.py v13.0
393,73269010,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528317,populate_tariff_tables.py v13.0
394,73269010,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528317,populate_tariff_tables.py v13.0
395,73269025,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528317,populate_tariff_tables.py v13.0
396,73269025,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528318,populate_tariff_tables.py v13.0
397,73269035,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528319,populate_tariff_tables.py v13.0
398,73269035,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528320,populate_tariff_tables.py v13.0
399,73269045,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528320,populate_tariff_tables.py v13.0
400,73269045,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528321,populate_tariff_tables.py v13.0
401,73269060,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528321,populate_tariff_tables.py v13.0
402,73269060,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528322,populate_tariff_tables.py v13.0
403,73269086,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528322,populate_tariff_tables.py v13.0
404,73269086,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528323,populate_tariff_tables.py v13.0
405,73029090,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528323,populate_tariff_tables.py v13.0
406,73029090,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528324,populate_tariff_tables.py v13.0
407,73071930,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528324,populate_tariff_tables.py v13.0
408,73071930,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528325,populate_tariff_tables.py v13.0
409,73071990,steel,9903.81.90,9903.80.02,0.2500,,derivative,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528325,populate_tariff_tables.py v13.0
410,73071990,steel,9903.81.90,9903.80.02,0.5000,,derivative,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528326,populate_tariff_tables.py v13.0
411,84313100,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528326,populate_tariff_tables.py v13.0
412,84313100,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528327,populate_tariff_tables.py v13.0
413,84314200,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528327,populate_tariff_tables.py v13.0
414,84314200,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528327,populate_tariff_tables.py v13.0
415,84314910,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528328,populate_tariff_tables.py v13.0
416,84314910,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528329,populate_tariff_tables.py v13.0
417,84314990,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528329,populate_tariff_tables.py v13.0
418,84314990,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528330,populate_tariff_tables.py v13.0
419,84321000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528330,populate_tariff_tables.py v13.0
420,84321000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528330,populate_tariff_tables.py v13.0
421,84329000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528331,populate_tariff_tables.py v13.0
422,84329000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528331,populate_tariff_tables.py v13.0
423,85479000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528332,populate_tariff_tables.py v13.0
424,85479000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528332,populate_tariff_tables.py v13.0
425,94032000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528333,populate_tariff_tables.py v13.0
426,94032000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528333,populate_tariff_tables.py v13.0
427,94059920,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528334,populate_tariff_tables.py v13.0
428,94059920,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528334,populate_tariff_tables.py v13.0
429,94059940,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528335,populate_tariff_tables.py v13.0
430,94059940,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528335,populate_tariff_tables.py v13.0
431,94062000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528336,populate_tariff_tables.py v13.0
432,94062000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528336,populate_tariff_tables.py v13.0
433,94069001,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528336,populate_tariff_tables.py v13.0
434,94069001,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528337,populate_tariff_tables.py v13.0
435,84181000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528337,populate_tariff_tables.py v13.0
436,84181000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528338,populate_tariff_tables.py v13.0
437,84183000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528338,populate_tariff_tables.py v13.0
438,84183000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528339,populate_tariff_tables.py v13.0
439,84184000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528339,populate_tariff_tables.py v13.0
440,84184000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528340,populate_tariff_tables.py v13.0
441,84221100,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528340,populate_tariff_tables.py v13.0
442,84221100,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528341,populate_tariff_tables.py v13.0
443,84501100,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528341,populate_tariff_tables.py v13.0
444,84501100,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528341,populate_tariff_tables.py v13.0
1603,84512900,steel,,,0.2500,,,2025-06-23,,2025-11067,,2026-01-19T07:05:03.740287,system
445,84502000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528342,populate_tariff_tables.py v13.0
446,84502000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528342,populate_tariff_tables.py v13.0
447,84512100,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528343,populate_tariff_tables.py v13.0
448,84512100,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528343,populate_tariff_tables.py v13.0
449,84512900,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528344,populate_tariff_tables.py v13.0
450,84512900,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528344,populate_tariff_tables.py v13.0
451,85098020,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528344,populate_tariff_tables.py v13.0
452,85098020,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528345,populate_tariff_tables.py v13.0
453,85166040,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528345,populate_tariff_tables.py v13.0
454,85166040,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528346,populate_tariff_tables.py v13.0
455,94039990,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528346,populate_tariff_tables.py v13.0
456,94039990,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528346,populate_tariff_tables.py v13.0
457,04029968,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528347,populate_tariff_tables.py v13.0
458,04029968,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528347,populate_tariff_tables.py v13.0
459,82119120,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528348,populate_tariff_tables.py v13.0
460,82119120,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528348,populate_tariff_tables.py v13.0
461,84291100,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528349,populate_tariff_tables.py v13.0
462,84291100,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528349,populate_tariff_tables.py v13.0
463,85042300,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528349,populate_tariff_tables.py v13.0
464,85042300,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528350,populate_tariff_tables.py v13.0
465,04029970,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528350,populate_tariff_tables.py v13.0
466,04029970,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528351,populate_tariff_tables.py v13.0
467,82119125,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528351,populate_tariff_tables.py v13.0
468,82119125,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528351,populate_tariff_tables.py v13.0
469,84291900,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528352,populate_tariff_tables.py v13.0
470,84291900,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528352,populate_tariff_tables.py v13.0
471,85043300,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528353,populate_tariff_tables.py v13.0
472,85043300,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528353,populate_tariff_tables.py v13.0
473,04029990,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528353,populate_tariff_tables.py v13.0
474,04029990,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528354,populate_tariff_tables.py v13.0
475,82119130,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528354,populate_tariff_tables.py v13.0
476,82119130,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528355,populate_tariff_tables.py v13.0
477,84292000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528355,populate_tariff_tables.py v13.0
478,84292000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528356,populate_tariff_tables.py v13.0
479,85049096,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528356,populate_tariff_tables.py v13.0
480,85049096,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528356,populate_tariff_tables.py v13.0
481,21069099,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528357,populate_tariff_tables.py v13.0
482,21069099,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528357,populate_tariff_tables.py v13.0
483,82119140,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528358,populate_tariff_tables.py v13.0
484,82119140,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528358,populate_tariff_tables.py v13.0
485,84293000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528359,populate_tariff_tables.py v13.0
486,84293000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528359,populate_tariff_tables.py v13.0
487,27101930,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528359,populate_tariff_tables.py v13.0
488,27101930,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528360,populate_tariff_tables.py v13.0
489,82119150,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528360,populate_tariff_tables.py v13.0
490,82119150,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528361,populate_tariff_tables.py v13.0
491,84294000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528361,populate_tariff_tables.py v13.0
492,84294000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528362,populate_tariff_tables.py v13.0
493,27111200,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528362,populate_tariff_tables.py v13.0
494,27111200,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528362,populate_tariff_tables.py v13.0
495,82119180,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528363,populate_tariff_tables.py v13.0
496,82119180,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528363,populate_tariff_tables.py v13.0
497,84295110,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528364,populate_tariff_tables.py v13.0
498,84295110,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528364,populate_tariff_tables.py v13.0
499,85142040,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528365,populate_tariff_tables.py v13.0
500,85142040,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528365,populate_tariff_tables.py v13.0
501,28042900,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528365,populate_tariff_tables.py v13.0
502,28042900,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528366,populate_tariff_tables.py v13.0
503,82119220,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528366,populate_tariff_tables.py v13.0
504,82119220,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528367,populate_tariff_tables.py v13.0
505,84295150,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528367,populate_tariff_tables.py v13.0
506,84295150,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528368,populate_tariff_tables.py v13.0
507,85142060,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528369,populate_tariff_tables.py v13.0
508,85142060,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528370,populate_tariff_tables.py v13.0
509,28044000,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528371,populate_tariff_tables.py v13.0
510,28044000,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528372,populate_tariff_tables.py v13.0
511,82119240,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528372,populate_tariff_tables.py v13.0
512,82119240,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528373,populate_tariff_tables.py v13.0
513,84295210,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528374,populate_tariff_tables.py v13.0
514,84295210,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528374,populate_tariff_tables.py v13.0
515,85162900,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528375,populate_tariff_tables.py v13.0
516,85162900,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528376,populate_tariff_tables.py v13.0
517,29012200,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528376,populate_tariff_tables.py v13.0
518,29012200,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528377,populate_tariff_tables.py v13.0
519,82119260,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528377,populate_tariff_tables.py v13.0
520,82119260,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528378,populate_tariff_tables.py v13.0
521,84295250,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528378,populate_tariff_tables.py v13.0
522,84295250,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528378,populate_tariff_tables.py v13.0
523,85166060,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528379,populate_tariff_tables.py v13.0
524,85166060,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528379,populate_tariff_tables.py v13.0
525,29034210,steel,9903.81.91,9903.80.02,0.2500,,content,2018-03-23,2025-03-11,Proclamation 9705 (83 FR 11625),,2026-01-20T02:41:01.528380,populate_tariff_tables.py v13.0
526,29034210,steel,9903.81.91,9903.80.02,0.5000,,content,2025-03-12,,Proclamation 10896 (90 FR 40326),,2026-01-20T02:41:01.528380,populate_tariff_tables.py v13.0
