hts_code,hts_8digit,description,product_group,chapter_99_code,rate,effective_date,source_doc
7216.10.00,72161000,"Iron/nonalloy steel, U, I or H-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height under 80 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7216.21.00,72162100,"Iron/nonalloy steel, L-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height under 80 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7216.22.00,72162200,"Iron/nonalloy steel, T-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height under 80 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7216.31.00,72163100,"Iron/nonalloy steel, U-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height of 80 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7216.32.00,72163200,"Iron/nonalloy steel, I-sections (standard beams), not further worked than hot-rolled, hot-drawn or extruded, w/height 80 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7216.33.00,72163300,"Iron/nonalloy steel, H-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height 80 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7216.40.00,72164000,"Iron/nonalloy steel, L or T-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height 80 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7216.50.00,72165000,"Iron/nonalloy steel, angles, shapes & sections nesoi, not further worked than hot-rolled, hot-drawn or extruded",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7216.99.00,72169900,"Iron/nonalloy steel, angles, shapes & sections nesoi, further wkd. than cold-formed or cold-finished and not from flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.10.10,72171010,"Iron/nonalloy steel, flat wire, <0.25% carbon, not plated or coated, w/thick n/o 0.25 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.10.20,72171020,"Iron/nonalloy steel, flat wire, <0.25% carbon, not plated or coated, w/thick o/0.25mm but n/o 1.25 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.10.30,72171030,"Iron/nonalloy steel, flat wire, <0.25% carbon, not plated or coated, w/thick o/1.25 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.10.50,72171050,"Iron/nonalloy steel, round wire, <0.25% carbon, not plated or coated, w/diameter of 1.5 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.10.60,72171060,"Iron/nonalloy steel, wire (other than flat or round), <0.25% carbon, not plated or coated",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.10.70,72171070,"Iron/nonalloy steel, flat wire, w/0.25% or more carbon, not plated or coated",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.10.80,72171080,"Iron/nonalloy steel, round wire, w/0.25% or more carbon, not plated or coated",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.10.90,72171090,"Iron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, not plated or coated",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.20.15,72172015,"Iron/nonalloy steel, flat wire, plated or coated with zinc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.20.30,72172030,"Iron/nonalloy steel, round wire, <0.25% carbon, plated or coated with zinc, w/diameter of 1.5 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.20.45,72172045,"Iron/nonalloy steel, round wire, w/0.25% or more carbon and/or <1.5mm diam, plated or coated with zinc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.20.60,72172060,"Iron/nonalloy steel, wire (other than flat or round), <0.25% carbon, plated or coated with zinc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.20.75,72172075,"Iron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, plated or coated with zinc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.30.15,72173015,"Iron/nonalloy steel, flat wire, plated or coated with base metal other than zinc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.30.30,72173030,"Iron/nonalloy steel, round wire, <0.25% carbon, plated or coated with base metal other than zinc, w/diam. of 1.5 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.30.60,72173060,"Iron/nonalloy steel, wire (other than flat or round), <0.25% carbon, plated or coated with base metal other than zinc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.30.75,72173075,"Iron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, plated or coated with base metal other than zinc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.90.10,72179010,"Iron/nonalloy steel, wire, coated with plastics",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7217.90.50,72179050,"Iron/nonalloy steel, wire, plated or coated with materials other than base metals or plastics",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7218.10.00,72181000,"Stainless steel, ingots and other primary forms",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7218.91.00,72189100,"Stainless steel, semifinished products of rectangular (other than square) cross-section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7218.99.00,72189900,"Stainless steel, semifinished products, other than of rectangular (other than square) cross-section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.11.00,72191100,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thickness o/10 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.12.00,72191200,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick. 4.75 mm or more but n/o 10 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.13.00,72191300,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick. 3 mm or more but less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.14.00,72191400,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thickness less than 3 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.21.00,72192100,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, not in coils, w/thickness o/10 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.22.00,72192200,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, not in coils, w/thick. 4.75 mm or more but n/o 10 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.23.00,72192300,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, not in coils, w/thick. 3 mm or more but less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.24.00,72192400,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, not in coils, w/thickness less than 3 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.31.00,72193100,"Stainless steel, width 600mm+, cold-rolled flat-rolled products, w/thickness of 4.75 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.32.00,72193200,"Stainless steel, width 600mm+, cold-rolled flat-rolled products, w/thickness of 3 mm or more but less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.33.00,72193300,"Stainless steel, width 600mm+, cold-rolled flat-rolled products, w/thickness o/1 mm but less than 3 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.34.00,72193400,"Stainless steel, width 600mm+, cold-rolled flat-rolled products, w/thickness of 0.5 mm or more but n/o 1 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.35.00,72193500,"Stainless steel, width 600mm+, cold-rolled flat-rolled products, w/thickness of less than 0.5 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7219.90.00,72199000,"Stainless steel, width 600mm+, flat-rolled products, nesoi, further worked than cold-rolled",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7220.12.10,72201210,"Stainless steel, width 300m+ but less th/600mm, hot-rolled flat-rolled products, w/thickness of less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7220.12.50,72201250,"Stainless steel, width less th/300mm, hot-rolled flat-rolled products, w/thickness of less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7220.20.10,72202010,"Stainless steel, width 300+ but less th/600mm, cold-rolled flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7220.20.60,72202060,"Stainless steel, width less th/300mm, cold-rolled flat-rolled products, w/thickness o/1.25 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7220.20.70,72202070,"Stainless steel, width less th/300mm, cold-rolled flat-rolled products, w/thickness of 0.25 mm but n/o 1.25 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7220.20.80,72202080,"Stainless razor blade steel, width less th/300mm, cold-rolled flat-rolled, w/thickness n/o 0.25 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7220.90.00,72209000,"Stainless steel, width less th/600mm, flat-rolled products further worked than cold-rolled",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7221.00.00,72210000,"Stainless steel, bars and rods in irregularly wound coils, hot-rolled",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7222.11.00,72221100,"Stainless steel, bars and rods, hot-rolled, hot-drawn or extruded, of circular cross-section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7222.19.00,72221900,"Stainless steel, bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7222.20.00,72222000,"Stainless steel, bars and rods, not further worked than cold-formed or cold-finished, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7222.30.00,72223000,"Stainless steel, bars and rods, further worked than cold-formed or cold-finished, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7222.40.30,72224030,"Stainless steel, angles, shapes & sections, hot-rolled, not drilled/punched or otherwise advanced",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7222.40.60,72224060,"Stainless steel, angles, shapes & sections, other than hot-rolled and not drilled/punched or otherwise advanced",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7223.00.10,72230010,"Stainless steel, round wire",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7223.00.50,72230050,"Stainless steel, flat wire",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7223.00.90,72230090,"Stainless steel, wire (other than round or flat wire)",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7224.10.00,72241000,"Alloy (o/than stainless) steel, ingots and other primary forms",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7224.90.00,72249000,"Alloy (o/than stainless) steel, semifinished products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.11.00,72251100,"Alloy silicon electrical steel (grain-oriented), width 600mm+, flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.19.00,72251900,"Alloy silicon electrical steel (other than grain-oriented), width 600mm+, flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.30.11,72253011,"Alloy tool steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick. of 4.75 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.30.30,72253030,"Alloy (o/th stainless, silicon elect., hi-speed, or tool) steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick 4.75mm+",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.30.51,72253051,"Alloy tool steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick. of less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.30.70,72253070,"Alloy (o/th stainless, silicon elect., hi-speed, or tool) steel, width 600mm+, hot-rolled flat-rolled prod., in coils, w/thick less 4.75mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.40.11,72254011,"Alloy tool steel, width 600mm+, hot-rolled flat-rolled products, n/coils, w/thick. of 4.75 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.40.30,72254030,"Alloy (o/th stainless, silicon elect., hi-speed, or tool) steel, width 600mm+, hot-rolled flat-rolled products, n/coils, w/thick 4.75mm+",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.40.51,72254051,"Alloy tool steel, width 600mm+, hot-rolled flat-rolled products, n/coils, w/thick. of less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.40.70,72254070,"Alloy (o/th stainless, silicon elect., hi-speed, or tool) steel, width 600mm+, hot-rolled flat-rolled prod., n/coils, w/thick less 4.75mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.50.11,72255011,"Alloy tool steel, width 600mm+, cold-rolled flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.50.60,72255060,"Alloy steel (o/than tool), width 600mm+, cold-rolled flat-rolled products, w/thickness 4.75 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.50.70,72255070,"Alloy heat-resisting steel, width 600mm+, cold-rolled flat-rolled products, w/thickness less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.50.80,72255080,"Alloy steel (o/th heat-resisting), width 600mm+, cold-rolled flat-rolled products, w/thickness less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.91.00,72259100,"Alloy steel, width 600mm+, flat-rolled products further worked than cold-rolled, electrolytically plated or coated with zinc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.92.00,72259200,"Alloy steel, width 600mm+, flat-rolled products further worked than cold-rolled, plated or coated with zinc (o/than electrolytically)",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7225.99.00,72259900,"Alloy steel, width 600mm+, flat-rolled products further worked than cold-rolled, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.11.10,72261110,"Alloy silicon electrical steel (grain-oriented), width 300mm+ but less th/600mm, flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.11.90,72261190,"Alloy silicon electrical steel (grain-oriented), width less th/300mm, flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.19.10,72261910,"Alloy silicon electrical steel (o/than grain-oriented), width 300mm+ but less th/600mm, flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.19.90,72261990,"Alloy silicon electrical steel (o/than grain-oriented), width less th/300mm, flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.20.00,72262000,"Alloy high-speed steel, width less th/600mm, flat-rolled products of high-speed steel",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.91.05,72269105,"Alloy chipper knife tool steel (o/than hi-speed), width less th/600mm, hot-rolled flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.91.15,72269115,"Alloy tool steel (o/than hi-speed/chipper knife), width 300mm+ but less th/600mm, hot-rolled flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.91.25,72269125,"Alloy tool steel (o/than hi-speed/chipper knife), width less th/300mm, hot-rolled flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.91.50,72269150,"Alloy steel (o/than silicon elect./tool), width less th/600mm, hot-rolled flat-rolled products, w/thickness of 4.75 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.91.70,72269170,"Alloy steel (o/than silicon elect./tool), width 300mm+ but less th/600mm, hot-rolled flat-rolled products, w/thickness less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.91.80,72269180,"Alloy steel (o/than silicon elect./tool), width less th/300mm, hot-rolled flat-rolled products, w/thickness less than 4.75 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.92.10,72269210,"Alloy tool steel (o/than hi-speed), width 300mm+ but less th/600mm, cold-rolled flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.92.30,72269230,"Alloy tool steel (o/than hi-speed), width less th/300mm, cold-rolled flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.92.50,72269250,"Alloy steel (o/than tool), width 300mm+ but less th/600mm, cold-rolled flat-rolled products",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.92.70,72269270,"Alloy steel (o/than tool), width less th/300mm, cold-rolled flat-rolled products, w/thickness n/o 0.25 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.92.80,72269280,"Alloy steel (o/than tool), width less th/300mm, cold-rolled flat-rolled products, w/thickness o/0.25 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7226.99.01,72269901,"Alloy steel, width less than 600mm, flat-rolled products further worked than cold-rolled, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7227.10.00,72271000,"Alloy high-speed steel, bars and rods in irregularly wound coils, hot-rolled",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7227.20.00,72272000,"Alloy silico-manganese steel, bars and rods in irregularly wound coils, hot-rolled",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7227.90.10,72279010,"Alloy tool steel (o/than hi-speed), bars & rods in irregular wound coils, hot-rolled, n/tempered, treated or partly manufactured",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7227.90.20,72279020,"Alloy tool steel (o/than hi-speed), bars and rods in irregularly wound coils, hot-rolled, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7227.90.60,72279060,"Alloy steel (o/than hi-speed/silico-mang./tool) steel, bars and rods in irregularly wound coils, hot-rolled",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.20.10,72282010,"Alloy silico-manganese steel, bars and rods, not cold-formed, o/than hot-rolled and in irregularly wound coils",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.20.50,72282050,"Alloy silico-manganese steel, bars and rods, cold formed, o/than hot-rolled and in irregularly wound coils",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.30.40,72283040,"Alloy chipper knife tool steel, bars and rods, not cold-formed & not further worked than hot-rolled, hot-drawn or extruded",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.30.60,72283060,"Alloy tool steel (o/than ball-bearing/chipper knife), bars and rods, not further worked than hot-rolled, hot-drawn or extruded",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.30.80,72283080,"Alloy steel (o/than hi-speed, silico-mang./tool), bars and rods, not further worked than hot-rolled, hot-drawn or extruded",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.40.00,72284000,"Alloy steel, bars and rods, not further worked than forged",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.50.10,72285010,"Alloy tool steel (o/than hi-speed), bars and rods, not further worked than cold-formed or cold-finished",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.50.50,72285050,"Alloy steel (o/than tool), bars and rods, not further worked than cold-formed or cold-finished",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.60.10,72286010,"Alloy tool steel (o/than hi-speed), bars and rods, further worked than hot-rolled, forged, cold-formed or cold-finished",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.60.60,72286060,"Alloy steel (o/than tool), bars and rods, further worked than hot-rolled, forged but not cold-formed",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.60.80,72286080,"Alloy steel (o/than tool), bars and rods, cold-formed",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.70.30,72287030,"Alloy steel, angles, shapes and sections, hot-rolled & not drilled/not punched and not otherwise advanced",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7228.70.60,72287060,"Alloy steel, angles, shapes and sections, o/than hot-rolled & not drilled/punced and not otherwise advanced",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7229.20.00,72292000,"Alloy silico-manganese steel, wire",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7229.90.10,72299010,"Alloy steel (o/than hi-speed/silico-mang.), flat wire",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7229.90.50,72299050,"Alloy steel (o/than hi-speed/silico-mang.), round wire",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7229.90.90,72299090,"Alloy steel (o/than hi-speed/silico-mang.), wire (o/than flat or round wire)",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7301.10.00,73011000,"Iron or steel sheet piling, whether or not drilled, punched or made from assembled elements",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7302.10.10,73021010,"Iron or nonalloy steel, rails for railway or tramway tracks",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7302.10.50,73021050,"Alloy steel, rails for railway or tramway tracks",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7302.40.00,73024000,"Iron or steel, fish plates and sole plates for jointing or fixing rails",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7302.90.10,73029010,Sleepers (cross-ties) for railway or tramway track construction of iron or steel,Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7302.90.90,73029090,"Railway or tramway track construction material and other materials specialized for jointing or fixing rails, of iron or steel, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.11.00,73041100,"Stainless steel, seamless line pipe used for oil or gas pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.19.10,73041910,"Iron (o/than cast) or nonalloy steel, seamless line pipe used for oil and gas pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.19.50,73041950,"Alloy (other than stainless) steel, seamless line pipe used for oil or gas pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.22.00,73042200,"Stainless steel, seamless drill pipe, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.23.30,73042330,"Iron (o/than cast) or nonalloy steel, seamless drill pipe, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.23.60,73042360,"Alloy (other than stainless) steel, seamless drill pipe, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.24.30,73042430,"Stainless steel, seamless casing pipe, threaded or coupled, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.24.40,73042440,"Stainless steel, seamless casing pipe, not threaded or coupled, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.24.60,73042460,"Stainless steel, seamless tubing, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.29.10,73042910,"Iron (o/than cast) or nonalloy steel, seamless casing pipe, threaded or coupled, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.29.20,73042920,"Iron (o/than cast) or nonalloy steel, seamless casing pipe, not threaded or coupled, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.29.31,73042931,"Alloy (other than stainless) steel, seamless casing pipe, threaded or coupled, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.29.41,73042941,"Alloy (other than stainless) steel, seamless casing pipe, not threaded or coupled, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.29.50,73042950,"Iron (o/than cast) or nonalloy, seamless tubing, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.29.61,73042961,"Alloy (other than stainless) steel, seamless tubing, of a kind used in drilling for oil or gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.31.30,73043130,"Iron (o/than cast) or nonalloy steel, seamless, cold-drawn or cold-rolled, hollow bars w/circular cross section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.31.60,73043160,"Iron (o/than cast) or nonalloy steel, seamless, cold-drawn or cold-rolled, tubes, pipes & hollow profiles, w/circular cross section, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.39.00,73043900,"Iron (o/than cast) or nonalloy steel, seamless, not cold-drawn or cold-rolled, tubes, pipes and hollow prof., w/circular cross sect., nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.49.00,73044900,"Stainless steel, seamless, not cold-drawn/cold-rolled, tubes, pipes and hollow profiles, w/circular cross section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.51.10,73045110,"Alloy steel (o/than stainless), seamless, cold-drawn/cold-rolled, tubes, pipes, etc., w/circ. cross sect., for mfr of ball/roller bearings",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.51.50,73045150,"Alloy steel (o/than stainless), seamless, cold-drawn/cold-rolled, tubes, pipes and hollow profiles, w/circular cross section, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.59.10,73045910,"Alloy steel (o/than stainless), seamless, n/cold-drawn/cold-rolled, tubes, pipes, etc. w/circ. cross sect., for mfr ball/roller bearings",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.59.20,73045920,"Alloy steel (o/than stainless), seamless, n/cold-drawn/cold-rolled, tubes, pipes, etc. w/circ. cross sect., for boilers, heaters, etc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.59.60,73045960,"Heat-resisting alloy steel (o/than stainless), seamless, n/cold-drawn/cold-rolled, tubes, pipes, etc., w/circ. cross sect., nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
