hts_code,material,article_type,chapter_99_claim,chapter_99_disclaim,duty_rate
8407.90.10,steel,content,9903.81.91,9903.80.02,0.5
8480.71.8060,steel,content,9903.81.91,9903.80.02,0.5
8701.94.10,steel,content,9903.81.91,9903.80.02,0.5
3402.90.30,steel,content,9903.81.91,9903.80.02,0.5
8407.90.90,steel,content,9903.81.91,9903.80.02,0.5
8480.79.9010,steel,content,9903.81.91,9903.80.02,0.5
8701.94.50,steel,content,9903.81.91,9903.80.02,0.5
3402.90.50,steel,content,9903.81.91,9903.80.02,0.5
8408.20.10,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5004,steel,content,9903.81.91,9903.80.02,0.5
8701.95.10,steel,content,9903.81.91,9903.80.02,0.5
3403.19.10,steel,content,9903.81.91,9903.80.02,0.5
8408.20.90,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5008,steel,content,9903.81.91,9903.80.02,0.5
8701.95.50,steel,content,9903.81.91,9903.80.02,0.5
3403.19.50,steel,content,9903.81.91,9903.80.02,0.5
8409.91.50,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5012,steel,content,9903.81.91,9903.80.02,0.5
8702.10.31,steel,content,9903.81.91,9903.80.02,0.5
3403.99.00,steel,content,9903.81.91,9903.80.02,0.5
8409.91.92,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5016,steel,content,9903.81.91,9903.80.02,0.5
8702.10.61,steel,content,9903.81.91,9903.80.02,0.5
3405.10.00,steel,content,9903.81.91,9903.80.02,0.5
8409.91.99,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5024,steel,content,9903.81.91,9903.80.02,0.5
8703.10.10,steel,content,9903.81.91,9903.80.02,0.5
3405.20.00,steel,content,9903.81.91,9903.80.02,0.5
8409.99.91,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5028,steel,content,9903.81.91,9903.80.02,0.5
8703.10.50,steel,content,9903.81.91,9903.80.02,0.5
3405.40.00,steel,content,9903.81.91,9903.80.02,0.5
8409.99.92,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5032,steel,content,9903.81.91,9903.80.02,0.5
8703.21.01,steel,content,9903.81.91,9903.80.02,0.5
3405.90.00,steel,content,9903.81.91,9903.80.02,0.5
8409.99.99,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5036,steel,content,9903.81.91,9903.80.02,0.5
8705.10.00,steel,content,9903.81.91,9903.80.02,0.5
3506.10.50,steel,content,9903.81.91,9903.80.02,0.5
8410.90.0000,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5052,steel,content,9903.81.91,9903.80.02,0.5
8705.20.00,steel,content,9903.81.91,9903.80.02,0.5
3506.91.10,steel,content,9903.81.91,9903.80.02,0.5
8411.81.80,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5056,steel,content,9903.81.91,9903.80.02,0.5
8705.90.0010,steel,content,9903.81.91,9903.80.02,0.5
3506.91.50,steel,content,9903.81.91,9903.80.02,0.5
8412.21.00,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5060,steel,content,9903.81.91,9903.80.02,0.5
8705.90.0020,steel,content,9903.81.91,9903.80.02,0.5
3506.99.00,steel,content,9903.81.91,9903.80.02,0.5
8412.29.80,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5064,steel,content,9903.81.91,9903.80.02,0.5
8706.00.30,steel,content,9903.81.91,9903.80.02,0.5
3808.59.10,steel,content,9903.81.91,9903.80.02,0.5
8412.90.9070,steel,content,9903.81.91,9903.80.02,0.5
8482.10.5068,steel,content,9903.81.91,9903.80.02,0.5
8708.40.30,steel,content,9903.81.91,9903.80.02,0.5
3808.59.40,steel,content,9903.81.91,9903.80.02,0.5
8412.90.9075,steel,content,9903.81.91,9903.80.02,0.5
8482.20.0064,steel,content,9903.81.91,9903.80.02,0.5
8708.40.60,steel,content,9903.81.91,9903.80.02,0.5
3808.61.10,steel,content,9903.81.91,9903.80.02,0.5
8413.81.00,steel,content,9903.81.91,9903.80.02,0.5
8482.20.0067,steel,content,9903.81.91,9903.80.02,0.5
8708.92.10,steel,content,9903.81.91,9903.80.02,0.5
3808.61.50,steel,content,9903.81.91,9903.80.02,0.5
8413.91.9055,steel,content,9903.81.91,9903.80.02,0.5
8482.20.0090,steel,content,9903.81.91,9903.80.02,0.5
8708.92.50,steel,content,9903.81.91,9903.80.02,0.5
3808.62.10,steel,content,9903.81.91,9903.80.02,0.5
8413.91.9060,steel,content,9903.81.91,9903.80.02,0.5
8482.99.05,steel,content,9903.81.91,9903.80.02,0.5
8708.92.60,steel,content,9903.81.91,9903.80.02,0.5
3808.62.50,steel,content,9903.81.91,9903.80.02,0.5
8413.91.9096,steel,content,9903.81.91,9903.80.02,0.5
8482.99.15,steel,content,9903.81.91,9903.80.02,0.5
8708.92.75,steel,content,9903.81.91,9903.80.02,0.5
3808.69.10,steel,content,9903.81.91,9903.80.02,0.5
8414.30.40,steel,content,9903.81.91,9903.80.02,0.5
8482.99.25,steel,content,9903.81.91,9903.80.02,0.5
8708.93.15,steel,content,9903.81.91,9903.80.02,0.5
3808.69.50,steel,content,9903.81.91,9903.80.02,0.5
8414.80.16,steel,content,9903.81.91,9903.80.02,0.5
8482.99.35,steel,content,9903.81.91,9903.80.02,0.5
8708.93.30,steel,content,9903.81.91,9903.80.02,0.5
3808.91.15,steel,content,9903.81.91,9903.80.02,0.5
8414.90.30,steel,content,9903.81.91,9903.80.02,0.5
8482.99.45,steel,content,9903.81.91,9903.80.02,0.5
8708.99.23,steel,content,9903.81.91,9903.80.02,0.5
3808.91.25,steel,content,9903.81.91,9903.80.02,0.5
8414.90.41,steel,content,9903.81.91,9903.80.02,0.5
8482.99.65,steel,content,9903.81.91,9903.80.02,0.5
8708.99.81,steel,content,9903.81.91,9903.80.02,0.5
3808.91.30,steel,content,9903.81.91,9903.80.02,0.5
8415.10.30,steel,content,9903.81.91,9903.80.02,0.5
8483.10.1010,steel,content,9903.81.91,9903.80.02,0.5
8710.00.00,steel,content,9903.81.91,9903.80.02,0.5
3808.91.50,steel,content,9903.81.91,9903.80.02,0.5
8415.10.60,steel,content,9903.81.91,9903.80.02,0.5
8483.10.1050,steel,content,9903.81.91,9903.80.02,0.5
8711.30.00,steel,content,9903.81.91,9903.80.02,0.5
3808.94.10,steel,content,9903.81.91,9903.80.02,0.5
8415.10.90,steel,content,9903.81.91,9903.80.02,0.5
8483.10.50,steel,content,9903.81.91,9903.80.02,0.5
8711.50.00,steel,content,9903.81.91,9903.80.02,0.5
3808.94.50,steel,content,9903.81.91,9903.80.02,0.5
8415.81.01,steel,content,9903.81.91,9903.80.02,0.5
8483.20.40,steel,content,9903.81.91,9903.80.02,0.5
8711.60.00,steel,content,9903.81.91,9903.80.02,0.5
3809.91.00,steel,content,9903.81.91,9903.80.02,0.5
8415.82.01,steel,content,9903.81.91,9903.80.02,0.5
8483.20.80,steel,content,9903.81.91,9903.80.02,0.5
8714.10.00,steel,content,9903.81.91,9903.80.02,0.5
3810.10.00,steel,content,9903.81.91,9903.80.02,0.5
8415.83.00,steel,content,9903.81.91,9903.80.02,0.5
8483.30.40,steel,content,9903.81.91,9903.80.02,0.5
8716.10.00,steel,content,9903.81.91,9903.80.02,0.5
3811.19.00,steel,content,9903.81.91,9903.80.02,0.5
8415.90.40,steel,content,9903.81.91,9903.80.02,0.5
8483.30.80,steel,content,9903.81.91,9903.80.02,0.5
8716.39.00,steel,content,9903.81.91,9903.80.02,0.5
3811.21.00,steel,content,9903.81.91,9903.80.02,0.5
8415.90.80,steel,content,9903.81.91,9903.80.02,0.5
8483.40.10,steel,content,9903.81.91,9903.80.02,0.5
8716.80.10,steel,content,9903.81.91,9903.80.02,0.5
3814.00.10,steel,content,9903.81.91,9903.80.02,0.5
8417.90.0000,steel,content,9903.81.91,9903.80.02,0.5
8483.40.5020,steel,content,9903.81.91,9903.80.02,0.5
8716.80.50,steel,content,9903.81.91,9903.80.02,0.5
3814.00.20,steel,content,9903.81.91,9903.80.02,0.5
8418.21.00,steel,content,9903.81.91,9903.80.02,0.5
8483.40.90,steel,content,9903.81.91,9903.80.02,0.5
8716.90.10,steel,content,9903.81.91,9903.80.02,0.5
3814.00.50,steel,content,9903.81.91,9903.80.02,0.5
8418.29.20,steel,content,9903.81.91,9903.80.02,0.5
8483.50.60,steel,content,9903.81.91,9903.80.02,0.5
8716.90.30,steel,content,9903.81.91,9903.80.02,0.5
3820.00.00,steel,content,9903.81.91,9903.80.02,0.5
8418.99.40,steel,content,9903.81.91,9903.80.02,0.5
8483.50.90,steel,content,9903.81.91,9903.80.02,0.5
9401.71.00,steel,content,9903.81.91,9903.80.02,0.5
3824.99.9397,steel,content,9903.81.91,9903.80.02,0.5
8419.81.50,steel,content,9903.81.91,9903.80.02,0.5
8483.60.40,steel,content,9903.81.91,9903.80.02,0.5
9401.79.00,steel,content,9903.81.91,9903.80.02,0.5
3827.61.0000,steel,content,9903.81.91,9903.80.02,0.5
8421.29.00,steel,content,9903.81.91,9903.80.02,0.5
8483.60.80,steel,content,9903.81.91,9903.80.02,0.5
9403.10.00,steel,content,9903.81.91,9903.80.02,0.5
3827.62.0000,steel,content,9903.81.91,9903.80.02,0.5
8424.10.0000,steel,content,9903.81.91,9903.80.02,0.5
8483.90.20,steel,content,9903.81.91,9903.80.02,0.5
9403.99.10,steel,content,9903.81.91,9903.80.02,0.5
3827.63.0000,steel,content,9903.81.91,9903.80.02,0.5
8424.89.90,steel,content,9903.81.91,9903.80.02,0.5
8483.90.30,steel,content,9903.81.91,9903.80.02,0.5
9403.99.9010,steel,content,9903.81.91,9903.80.02,0.5
3827.64.0000,steel,content,9903.81.91,9903.80.02,0.5
8425.42.00,steel,content,9903.81.91,9903.80.02,0.5
8483.90.50,steel,content,9903.81.91,9903.80.02,0.5
9403.99.9015,steel,content,9903.81.91,9903.80.02,0.5
3827.65.0000,steel,content,9903.81.91,9903.80.02,0.5
8426.20.00,steel,content,9903.81.91,9903.80.02,0.5
8483.90.70,steel,content,9903.81.91,9903.80.02,0.5
9403.99.9040,steel,content,9903.81.91,9903.80.02,0.5
3925.20.00,steel,content,9903.81.91,9903.80.02,0.5
8426.99.00,steel,content,9903.81.91,9903.80.02,0.5
8483.90.80,steel,content,9903.81.91,9903.80.02,0.5
9403.99.9045,steel,content,9903.81.91,9903.80.02,0.5
3926.90.10,steel,content,9903.81.91,9903.80.02,0.5
8427.10.40,steel,content,9903.81.91,9903.80.02,0.5
8501.53.40,steel,content,9903.81.91,9903.80.02,0.5
9403.99.9051,steel,content,9903.81.91,9903.80.02,0.5
7614.10.10,steel,content,9903.81.91,9903.80.02,0.5
8427.10.80,steel,content,9903.81.91,9903.80.02,0.5
8501.53.60,steel,content,9903.81.91,9903.80.02,0.5
9403.99.9061,steel,content,9903.81.91,9903.80.02,0.5
8202.39.0040,steel,content,9903.81.91,9903.80.02,0.5
8427.20.40,steel,content,9903.81.91,9903.80.02,0.5
8501.53.80,steel,content,9903.81.91,9903.80.02,0.5
9506.91.00,steel,content,9903.81.91,9903.80.02,0.5
8203.40.60,steel,content,9903.81.91,9903.80.02,0.5
8427.20.80,steel,content,9903.81.91,9903.80.02,0.5
8501.64.0110,steel,content,9903.81.91,9903.80.02,0.5
8205.59.55,steel,content,9903.81.91,9903.80.02,0.5
8427.90.00,steel,content,9903.81.91,9903.80.02,0.5
8502.31.0000,steel,content,9903.81.91,9903.80.02,0.5
8205.70.00,steel,content,9903.81.91,9903.80.02,0.5
8428.32.00,steel,content,9903.81.91,9903.80.02,0.5
8503.00.35,steel,content,9903.81.91,9903.80.02,0.5
8207.20.0070,steel,content,9903.81.91,9903.80.02,0.5
8428.33.00,steel,content,9903.81.91,9903.80.02,0.5
8503.00.45,steel,content,9903.81.91,9903.80.02,0.5
8207.30.6062,steel,content,9903.81.91,9903.80.02,0.5
8428.39.00,steel,content,9903.81.91,9903.80.02,0.5
8503.00.65,steel,content,9903.81.91,9903.80.02,0.5
8207.30.6095,steel,content,9903.81.91,9903.80.02,0.5
8428.60.00,steel,content,9903.81.91,9903.80.02,0.5
8503.00.75,steel,content,9903.81.91,9903.80.02,0.5
8211.10.00,steel,content,9903.81.91,9903.80.02,0.5
8428.70.00,steel,content,9903.81.91,9903.80.02,0.5
8503.00.90,steel,content,9903.81.91,9903.80.02,0.5
8211.91.10,steel,content,9903.81.91,9903.80.02,0.5
8428.90.03,steel,content,9903.81.91,9903.80.02,0.5
8503.00.95,steel,content,9903.81.91,9903.80.02,0.5
7616.99.51,aluminum,derivative,9903.85.07,9903.85.09,0.5
7614.10.50,aluminum,derivative,9903.85.07,9903.85.09,0.5
7614.90.20,aluminum,derivative,9903.85.07,9903.85.09,0.5
7614.90.40,aluminum,derivative,9903.85.07,9903.85.09,0.5
7614.90.50,aluminum,derivative,9903.85.07,9903.85.09,0.5
8708.10.30,aluminum,content,9903.85.08,9903.85.09,0.5
8708.29.21,aluminum,content,9903.85.08,9903.85.09,0.5
7610.10.00,aluminum,derivative,9903.85.07,9903.85.09,0.5
7610.90.00,aluminum,derivative,9903.85.07,9903.85.09,0.5
7612.90.10,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.2015,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.2025,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.3015,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.3025,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.5020,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.5040,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.7125,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.7130,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.7155,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.7180,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.10.9100,aluminum,derivative,9903.85.07,9903.85.09,0.5
7615.20.0000,aluminum,derivative,9903.85.07,9903.85.09,0.5
7616.10.9090,aluminum,derivative,9903.85.07,9903.85.09,0.5
7616.99.1000,aluminum,derivative,9903.85.07,9903.85.09,0.5
7616.99.5130,aluminum,derivative,9903.85.07,9903.85.09,0.5
7616.99.5140,aluminum,derivative,9903.85.07,9903.85.09,0.5
7616.99.5190,aluminum,derivative,9903.85.07,9903.85.09,0.5
7612.10.0000,aluminum,derivative,9903.85.07,9903.85.09,0.5
7612.90.5000,aluminum,derivative,9903.85.07,9903.85.09,0.5
7613.00.0000,aluminum,derivative,9903.85.07,9903.85.09,0.5
7614.10.10,aluminum,derivative,9903.85.07,9903.85.09,0.5
6603.90.8100,aluminum,content,9903.85.08,9903.85.09,0.5
8302.10.3000,aluminum,content,9903.85.08,9903.85.09,0.5
8302.10.6030,aluminum,content,9903.85.08,9903.85.09,0.5
8302.10.6060,aluminum,content,9903.85.08,9903.85.09,0.5
8302.10.6090,aluminum,content,9903.85.08,9903.85.09,0.5
8302.20.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8302.30.3010,aluminum,content,9903.85.08,9903.85.09,0.5
8302.30.3060,aluminum,content,9903.85.08,9903.85.09,0.5
8302.41.3000,aluminum,content,9903.85.08,9903.85.09,0.5
8302.41.6015,aluminum,content,9903.85.08,9903.85.09,0.5
8302.41.6045,aluminum,content,9903.85.08,9903.85.09,0.5
8302.41.6050,aluminum,content,9903.85.08,9903.85.09,0.5
8302.41.6080,aluminum,content,9903.85.08,9903.85.09,0.5
8302.42.3010,aluminum,content,9903.85.08,9903.85.09,0.5
8302.42.3015,aluminum,content,9903.85.08,9903.85.09,0.5
8302.42.3065,aluminum,content,9903.85.08,9903.85.09,0.5
8302.49.6035,aluminum,content,9903.85.08,9903.85.09,0.5
8302.49.6045,aluminum,content,9903.85.08,9903.85.09,0.5
8302.49.6055,aluminum,content,9903.85.08,9903.85.09,0.5
8302.49.6085,aluminum,content,9903.85.08,9903.85.09,0.5
8302.50.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8302.60.3000,aluminum,content,9903.85.08,9903.85.09,0.5
8302.60.9000,aluminum,content,9903.85.08,9903.85.09,0.5
8305.10.0050,aluminum,content,9903.85.08,9903.85.09,0.5
8306.30.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8414.59.6590,aluminum,content,9903.85.08,9903.85.09,0.5
8415.90.8025,aluminum,content,9903.85.08,9903.85.09,0.5
8415.90.8045,aluminum,content,9903.85.08,9903.85.09,0.5
8415.90.8085,aluminum,content,9903.85.08,9903.85.09,0.5
8418.99.8005,aluminum,content,9903.85.08,9903.85.09,0.5
8418.99.8050,aluminum,content,9903.85.08,9903.85.09,0.5
8418.99.8060,aluminum,content,9903.85.08,9903.85.09,0.5
8419.50.5000,aluminum,content,9903.85.08,9903.85.09,0.5
8419.90.1000,aluminum,content,9903.85.08,9903.85.09,0.5
8422.90.0640,aluminum,content,9903.85.08,9903.85.09,0.5
8424.90.9080,aluminum,content,9903.85.08,9903.85.09,0.5
8473.30.2000,aluminum,content,9903.85.08,9903.85.09,0.5
8473.30.5100,aluminum,content,9903.85.08,9903.85.09,0.5
8479.89.9599,aluminum,content,9903.85.08,9903.85.09,0.5
8479.90.8500,aluminum,content,9903.85.08,9903.85.09,0.5
8479.90.9596,aluminum,content,9903.85.08,9903.85.09,0.5
8481.90.9060,aluminum,content,9903.85.08,9903.85.09,0.5
8481.90.9085,aluminum,content,9903.85.08,9903.85.09,0.5
8486.90.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8487.90.0080,aluminum,content,9903.85.08,9903.85.09,0.5
8503.00.9520,aluminum,content,9903.85.08,9903.85.09,0.5
8508.70.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8513.90.2000,aluminum,content,9903.85.08,9903.85.09,0.5
8515.90.2000,aluminum,content,9903.85.08,9903.85.09,0.5
8516.90.5000,aluminum,content,9903.85.08,9903.85.09,0.5
8516.90.8050,aluminum,content,9903.85.08,9903.85.09,0.5
8517.71.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8517.79.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8529.90.7300,aluminum,content,9903.85.08,9903.85.09,0.5
8529.90.9760,aluminum,content,9903.85.08,9903.85.09,0.5
8536.90.8585,aluminum,content,9903.85.08,9903.85.09,0.5
8538.10.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8541.90.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8543.90.8885,aluminum,content,9903.85.08,9903.85.09,0.5
8547.90.0020,aluminum,content,9903.85.08,9903.85.09,0.5
8547.90.0030,aluminum,content,9903.85.08,9903.85.09,0.5
8547.90.0040,aluminum,content,9903.85.08,9903.85.09,0.5
8708.10.3050,aluminum,content,9903.85.08,9903.85.09,0.5
8708.10.60,aluminum,content,9903.85.08,9903.85.09,0.5
8708.29.5160,aluminum,content,9903.85.08,9903.85.09,0.5
8708.80.6590,aluminum,content,9903.85.08,9903.85.09,0.5
8708.99.6890,aluminum,content,9903.85.08,9903.85.09,0.5
8716.80.5010,aluminum,content,9903.85.08,9903.85.09,0.5
8807.30.0060,aluminum,content,9903.85.08,9903.85.09,0.5
9013.90.8000,aluminum,content,9903.85.08,9903.85.09,0.5
9031.90.9195,aluminum,content,9903.85.08,9903.85.09,0.5
9401.99.9081,aluminum,content,9903.85.08,9903.85.09,0.5
9403.10.00,aluminum,content,9903.85.08,9903.85.09,0.5
9403.20.00,aluminum,content,9903.85.08,9903.85.09,0.5
9403.99.1040,aluminum,content,9903.85.08,9903.85.09,0.5
9403.99.9010,aluminum,content,9903.85.08,9903.85.09,0.5
9403.99.9015,aluminum,content,9903.85.08,9903.85.09,0.5
9403.99.9020,aluminum,content,9903.85.08,9903.85.09,0.5
9403.99.9040,aluminum,content,9903.85.08,9903.85.09,0.5
9403.99.9045,aluminum,content,9903.85.08,9903.85.09,0.5
9405.99.4020,aluminum,content,9903.85.08,9903.85.09,0.5
9506.11.4080,aluminum,content,9903.85.08,9903.85.09,0.5
9506.51.4000,aluminum,content,9903.85.08,9903.85.09,0.5
9506.51.6000,aluminum,content,9903.85.08,9903.85.09,0.5
9506.59.4040,aluminum,content,9903.85.08,9903.85.09,0.5
9506.70.2090,aluminum,content,9903.85.08,9903.85.09,0.5
9506.91.0010,aluminum,content,9903.85.08,9903.85.09,0.5
9506.91.0020,aluminum,content,9903.85.08,9903.85.09,0.5
9506.91.0030,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.0510,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.0520,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.0530,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.1500,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.2000,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.2580,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.2800,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.5500,aluminum,content,9903.85.08,9903.85.09,0.5
9506.99.6080,aluminum,content,9903.85.08,9903.85.09,0.5
9507.30.2000,aluminum,content,9903.85.08,9903.85.09,0.5
9507.30.4000,aluminum,content,9903.85.08,9903.85.09,0.5
9507.30.6000,aluminum,content,9903.85.08,9903.85.09,0.5
9507.30.8000,aluminum,content,9903.85.08,9903.85.09,0.5
9507.90.6000,aluminum,content,9903.85.08,9903.85.09,0.5
9603.90.8050,aluminum,content,9903.85.08,9903.85.09,0.5
2203.00.0060,aluminum,content,9903.85.08,9903.85.09,0.5
2203.00.0090,aluminum,content,9903.85.08,9903.85.09,0.5
0402.99.68,aluminum,content,9903.85.08,9903.85.09,0.5
0402.99.70,aluminum,content,9903.85.08,9903.85.09,0.5
0402.99.90,aluminum,content,9903.85.08,9903.85.09,0.5
2106.90.9998,aluminum,content,9903.85.08,9903.85.09,0.5
2710.19.3050,aluminum,content,9903.85.08,9903.85.09,0.5
2903.43.10,aluminum,content,9903.85.08,9903.85.09,0.5
2903.45.10,aluminum,content,9903.85.08,9903.85.09,0.5
2903.49.00,aluminum,content,9903.85.08,9903.85.09,0.5
2903.51.10,aluminum,content,9903.85.08,9903.85.09,0.5
2903.59.90,aluminum,content,9903.85.08,9903.85.09,0.5
3004.90.9244,aluminum,content,9903.85.08,9903.85.09,0.5
3208.10.00,aluminum,content,9903.85.08,9903.85.09,0.5
3208.20.00,aluminum,content,9903.85.08,9903.85.09,0.5
3208.90.00,aluminum,content,9903.85.08,9903.85.09,0.5
3209.10.00,aluminum,content,9903.85.08,9903.85.09,0.5
3209.90.00,aluminum,content,9903.85.08,9903.85.09,0.5
3213.90.00,aluminum,content,9903.85.08,9903.85.09,0.5
3214.10.00,aluminum,content,9903.85.08,9903.85.09,0.5
3303.00.10,aluminum,content,9903.85.08,9903.85.09,0.5
3303.00.20,aluminum,content,9903.85.08,9903.85.09,0.5
3303.00.30,aluminum,content,9903.85.08,9903.85.09,0.5
3304.30.00,aluminum,content,9903.85.08,9903.85.09,0.5
3304.99.50,aluminum,content,9903.85.08,9903.85.09,0.5
3305.10.00,aluminum,content,9903.85.08,9903.85.09,0.5
3305.30.00,aluminum,content,9903.85.08,9903.85.09,0.5
3305.90.00,aluminum,content,9903.85.08,9903.85.09,0.5
3306.90.00,aluminum,content,9903.85.08,9903.85.09,0.5
3307.10.10,aluminum,content,9903.85.08,9903.85.09,0.5
3307.10.20,aluminum,content,9903.85.08,9903.85.09,0.5
3307.20.00,aluminum,content,9903.85.08,9903.85.09,0.5
3307.49.00,aluminum,content,9903.85.08,9903.85.09,0.5
3307.90.00,aluminum,content,9903.85.08,9903.85.09,0.5
3401.30.10,aluminum,content,9903.85.08,9903.85.09,0.5
3401.30.50,aluminum,content,9903.85.08,9903.85.09,0.5
3402.31.90,aluminum,content,9903.85.08,9903.85.09,0.5
3402.49.90,aluminum,content,9903.85.08,9903.85.09,0.5
3402.50.11,aluminum,content,9903.85.08,9903.85.09,0.5
3402.50.51,aluminum,content,9903.85.08,9903.85.09,0.5
3402.90.10,aluminum,content,9903.85.08,9903.85.09,0.5
3402.90.30,aluminum,content,9903.85.08,9903.85.09,0.5
3402.90.50,aluminum,content,9903.85.08,9903.85.09,0.5
3403.19.10,aluminum,content,9903.85.08,9903.85.09,0.5
3403.19.50,aluminum,content,9903.85.08,9903.85.09,0.5
3403.99.00,aluminum,content,9903.85.08,9903.85.09,0.5
3405.10.00,aluminum,content,9903.85.08,9903.85.09,0.5
3405.20.00,aluminum,content,9903.85.08,9903.85.09,0.5
3405.40.00,aluminum,content,9903.85.08,9903.85.09,0.5
3405.90.00,aluminum,content,9903.85.08,9903.85.09,0.5
3506.10.50,aluminum,content,9903.85.08,9903.85.09,0.5
3506.91.10,aluminum,content,9903.85.08,9903.85.09,0.5
3506.91.50,aluminum,content,9903.85.08,9903.85.09,0.5
3506.99.00,aluminum,content,9903.85.08,9903.85.09,0.5
3701.30.0000,aluminum,content,9903.85.08,9903.85.09,0.5
3808.59.10,aluminum,content,9903.85.08,9903.85.09,0.5
3808.59.40,aluminum,content,9903.85.08,9903.85.09,0.5
3808.61.10,aluminum,content,9903.85.08,9903.85.09,0.5
3808.61.50,aluminum,content,9903.85.08,9903.85.09,0.5
3808.62.10,aluminum,content,9903.85.08,9903.85.09,0.5
3808.62.50,aluminum,content,9903.85.08,9903.85.09,0.5
3808.69.10,aluminum,content,9903.85.08,9903.85.09,0.5
3808.69.50,aluminum,content,9903.85.08,9903.85.09,0.5
3808.91.15,aluminum,content,9903.85.08,9903.85.09,0.5
3808.91.25,aluminum,content,9903.85.08,9903.85.09,0.5
3808.91.30,aluminum,content,9903.85.08,9903.85.09,0.5
3808.91.50,aluminum,content,9903.85.08,9903.85.09,0.5
3808.94.10,aluminum,content,9903.85.08,9903.85.09,0.5
3808.94.50,aluminum,content,9903.85.08,9903.85.09,0.5
3809.91.00,aluminum,content,9903.85.08,9903.85.09,0.5
3810.10.00,aluminum,content,9903.85.08,9903.85.09,0.5
3811.19.00,aluminum,content,9903.85.08,9903.85.09,0.5
3811.21.00,aluminum,content,9903.85.08,9903.85.09,0.5
3814.00.10,aluminum,content,9903.85.08,9903.85.09,0.5
3814.00.20,aluminum,content,9903.85.08,9903.85.09,0.5
3814.00.50,aluminum,content,9903.85.08,9903.85.09,0.5
3820.00.00,aluminum,content,9903.85.08,9903.85.09,0.5
3824.99.9397,aluminum,content,9903.85.08,9903.85.09,0.5
7308.20.0035,aluminum,content,9903.85.08,9903.85.09,0.5
8307.90.6000,aluminum,content,9903.85.08,9903.85.09,0.5
8309.90.0020,aluminum,content,9903.85.08,9903.85.09,0.5
8309.90.0025,aluminum,content,9903.85.08,9903.85.09,0.5
8412.90.9070,aluminum,content,9903.85.08,9903.85.09,0.5
8412.90.9075,aluminum,content,9903.85.08,9903.85.09,0.5
8414.80.16,aluminum,content,9903.85.08,9903.85.09,0.5
8418.10.00,aluminum,content,9903.85.08,9903.85.09,0.5
8419.50.1000,aluminum,content,9903.85.08,9903.85.09,0.5
8424.89.90,aluminum,content,9903.85.08,9903.85.09,0.5
8443.16.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8450.11.00,aluminum,content,9903.85.08,9903.85.09,0.5
8451.21.00,aluminum,content,9903.85.08,9903.85.09,0.5
8467.22.00,aluminum,content,9903.85.08,9903.85.09,0.5
8467.29.00,aluminum,content,9903.85.08,9903.85.09,0.5
8467.81.00,aluminum,content,9903.85.08,9903.85.09,0.5
8467.89.50,aluminum,content,9903.85.08,9903.85.09,0.5
8483.40.5020,aluminum,content,9903.85.08,9903.85.09,0.5
8483.90.5020,aluminum,content,9903.85.08,9903.85.09,0.5
8501.64.0110,aluminum,content,9903.85.08,9903.85.09,0.5
8502.20.00,aluminum,content,9903.85.08,9903.85.09,0.5
