hts_code,hts_digits,hts_8digit,hts_10digit,list_name,chapter_99_code,rate,effective_start,status,source_pdf
2710.19.30,27101930,27101930,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
2710.19.35,27101935,27101935,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
2710.19.40,27101940,27101940,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
2845.90.00,28459000,28459000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3403.19.10,34031910,34031910,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3403.19.50,34031950,34031950,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3403.99.00,34039900,34039900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3811.21.00,38112100,38112100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3811.29.00,38112900,38112900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.10.10,39011010,39011010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.10.50,39011050,39011050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.20.10,39012010,39012010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.20.50,39012050,39012050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.30.20,39013020,39013020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.30.60,39013060,39013060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.90.10,39019010,39019010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.90.55,39019055,39019055,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3901.90.90,39019090,39019090,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3902.10.00,39021000,39021000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3902.20.10,39022010,39022010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3902.20.50,39022050,39022050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3902.30.00,39023000,39023000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3902.90.00,39029000,39029000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3903.11.00,39031100,39031100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3903.19.00,39031900,39031900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3903.20.00,39032000,39032000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3903.30.00,39033000,39033000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3903.90.10,39039010,39039010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3903.90.50,39039050,39039050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.10.00,39041000,39041000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.21.00,39042100,39042100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.22.00,39042200,39042200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.30.20,39043020,39043020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.30.60,39043060,39043060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.40.00,39044000,39044000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.50.00,39045000,39045000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.61.00,39046100,39046100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.69.10,39046910,39046910,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.69.50,39046950,39046950,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.90.10,39049010,39049010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3904.90.50,39049050,39049050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3905.12.00,39051200,39051200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3905.19.00,39051900,39051900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3905.21.00,39052100,39052100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3905.29.00,39052900,39052900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3905.30.00,39053000,39053000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3905.91.10,39059110,39059110,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3905.91.50,39059150,39059150,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3905.99.80,39059980,39059980,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3906.10.00,39061000,39061000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3906.90.10,39069010,39069010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3906.90.20,39069020,39069020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3906.90.50,39069050,39069050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.10.00,39071000,39071000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.20.00,39072000,39072000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.30.00,39073000,39073000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.40.00,39074000,39074000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.50.00,39075000,39075000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.61.00,39076100,39076100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.69.00,39076900,39076900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.70.00,39077000,39077000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.91.20,39079120,39079120,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.91.40,39079140,39079140,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.91.50,39079150,39079150,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.99.20,39079920,39079920,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3907.99.50,39079950,39079950,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3908.10.00,39081000,39081000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3908.90.20,39089020,39089020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3908.90.70,39089070,39089070,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3909.10.00,39091000,39091000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3909.20.00,39092000,39092000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3909.40.00,39094000,39094000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3909.50.10,39095010,39095010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3909.50.20,39095020,39095020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3909.50.50,39095050,39095050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3910.00.00,39100000,39100000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3911.10.00,39111000,39111000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3911.90.10,39119010,39119010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3911.90.15,39119015,39119015,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3911.90.25,39119025,39119025,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3911.90.35,39119035,39119035,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3911.90.45,39119045,39119045,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3911.90.70,39119070,39119070,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3911.90.90,39119090,39119090,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3912.12.00,39121200,39121200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3912.20.00,39122000,39122000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3912.39.00,39123900,39123900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3912.90.00,39129000,39129000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3913.10.00,39131000,39131000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3913.90.10,39139010,39139010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3913.90.50,39139050,39139050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3914.00.20,39140020,39140020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3914.00.60,39140060,39140060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3916.10.00,39161000,39161000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3916.20.00,39162000,39162000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3916.90.10,39169010,39169010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3916.90.30,39169030,39169030,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3916.90.50,39169050,39169050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3917.21.00,39172100,39172100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3917.22.00,39172200,39172200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3917.23.00,39172300,39172300,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3917.29.00,39172900,39172900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3917.31.00,39173100,39173100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3917.32.00,39173200,39173200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3917.40.00,39174000,39174000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3919.10.10,39191010,39191010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3919.10.20,39191020,39191020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3919.90.10,39199010,39199010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3919.90.50,39199050,39199050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.10.00,39201000,39201000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.20.00,39202000,39202000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.30.00,39203000,39203000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.43.10,39204310,39204310,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.43.50,39204350,39204350,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.49.00,39204900,39204900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.51.10,39205110,39205110,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.51.50,39205150,39205150,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.59.10,39205910,39205910,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.59.40,39205940,39205940,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.59.80,39205980,39205980,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.61.00,39206100,39206100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.62.00,39206200,39206200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.63.10,39206310,39206310,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.63.20,39206320,39206320,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.69.00,39206900,39206900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.71.00,39207100,39207100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.73.00,39207300,39207300,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.79.05,39207905,39207905,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.79.10,39207910,39207910,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.79.50,39207950,39207950,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.91.00,39209100,39209100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.92.00,39209200,39209200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.93.00,39209300,39209300,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.94.00,39209400,39209400,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.99.10,39209910,39209910,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.99.20,39209920,39209920,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3920.99.50,39209950,39209950,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.11.00,39211100,39211100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.12.11,39211211,39211211,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.12.15,39211215,39211215,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.12.19,39211219,39211219,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.12.50,39211250,39211250,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.13.11,39211311,39211311,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.13.15,39211315,39211315,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.13.19,39211319,39211319,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.13.50,39211350,39211350,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.14.00,39211400,39211400,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.19.00,39211900,39211900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.90.11,39219011,39219011,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.90.15,39219015,39219015,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.90.19,39219019,39219019,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.90.21,39219021,39219021,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.90.25,39219025,39219025,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.90.29,39219029,39219029,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.90.40,39219040,39219040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
3921.90.50,39219050,39219050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
4011.30.00,40113000,40113000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
4012.13.00,40121300,40121300,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7002.20.10,70022010,70022010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7308.10.00,73081000,73081000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7308.20.00,73082000,73082000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7308.90.30,73089030,73089030,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7308.90.60,73089060,73089060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7308.90.70,73089070,73089070,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7308.90.95,73089095,73089095,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7614.10.10,76141010,76141010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
7614.90.20,76149020,76149020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8401.10.00,84011000,84011000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8401.20.00,84012000,84012000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8401.30.00,84013000,84013000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8401.40.00,84014000,84014000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8402.11.00,84021100,84021100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8402.12.00,84021200,84021200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8402.19.00,84021900,84021900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8402.20.00,84022000,84022000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8402.90.00,84029000,84029000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8404.20.00,84042000,84042000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8404.90.00,84049000,84049000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8405.10.00,84051000,84051000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8405.90.00,84059000,84059000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8406.10.10,84061010,84061010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8406.10.90,84061090,84061090,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8406.81.90,84068190,84068190,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8406.82.10,84068210,84068210,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8406.82.90,84068290,84068290,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8407.10.00,84071000,84071000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8407.21.00,84072100,84072100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8407.29.00,84072900,84072900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8407.34.05,84073405,84073405,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8407.34.35,84073435,84073435,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8407.90.10,84079010,84079010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8407.90.90,84079090,84079090,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8408.10.00,84081000,84081000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8408.20.10,84082010,84082010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8408.90.10,84089010,84089010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8408.90.90,84089090,84089090,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8409.10.00,84091000,84091000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8410.11.00,84101100,84101100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8410.12.00,84101200,84101200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8410.13.00,84101300,84101300,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8410.90.00,84109000,84109000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.11.40,84111140,84111140,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.11.80,84111180,84111180,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.12.40,84111240,84111240,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.12.80,84111280,84111280,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.21.40,84112140,84112140,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.21.80,84112180,84112180,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.22.40,84112240,84112240,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.22.80,84112280,84112280,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.81.40,84118140,84118140,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.81.80,84118180,84118180,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.82.40,84118240,84118240,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.82.80,84118280,84118280,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.91.10,84119110,84119110,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.91.90,84119190,84119190,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.99.10,84119910,84119910,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8411.99.90,84119990,84119990,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8412.10.00,84121000,84121000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8412.21.00,84122100,84122100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8412.29.40,84122940,84122940,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
8412.29.80,84122980,84122980,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
