hts_code,hts_digits,hts_8digit,hts_10digit,list_name,chapter_99_code,rate,effective_start,status,source_pdf
9002.90.40,90029040,90029040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9002.90.70,90029070,90029070,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9002.90.95,90029095,90029095,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9011.10.40,90111040,90111040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9011.10.80,90111080,90111080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9011.20.40,90112040,90112040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9011.90.00,90119000,90119000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9012.10.00,90121000,90121000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9012.90.00,90129000,90129000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9013.10.45,90131045,90131045,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9013.20.00,90132000,90132000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9013.80.70,90138070,90138070,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.10.70,90141070,90141070,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.20.20,90142020,90142020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.20.40,90142040,90142040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.20.60,90142060,90142060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.20.80,90142080,90142080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.80.10,90148010,90148010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.80.20,90148020,90148020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.80.40,90148040,90148040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.80.50,90148050,90148050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.90.10,90149010,90149010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.90.20,90149020,90149020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.90.40,90149040,90149040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9014.90.60,90149060,90149060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9015.10.80,90151080,90151080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9015.20.40,90152040,90152040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9015.20.80,90152080,90152080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9015.40.40,90154040,90154040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9015.40.80,90154080,90154080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9015.80.20,90158020,90158020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9015.80.60,90158060,90158060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9015.80.80,90158080,90158080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.11.30,90181130,90181130,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.11.60,90181160,90181160,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.11.90,90181190,90181190,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.12.00,90181200,90181200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.13.00,90181300,90181300,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.14.00,90181400,90181400,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.19.40,90181940,90181940,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.19.55,90181955,90181955,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.19.75,90181975,90181975,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.19.95,90181995,90181995,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.20.00,90182000,90182000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.90.20,90189020,90189020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.90.30,90189030,90189030,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.90.60,90189060,90189060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9018.90.75,90189075,90189075,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9021.50.00,90215000,90215000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.12.00,90221200,90221200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.13.00,90221300,90221300,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.14.00,90221400,90221400,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.19.00,90221900,90221900,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.21.00,90222100,90222100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.29.80,90222980,90222980,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.30.00,90223000,90223000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.90.05,90229005,90229005,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.90.15,90229015,90229015,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.90.25,90229025,90229025,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.90.40,90229040,90229040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.90.60,90229060,90229060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9022.90.95,90229095,90229095,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9024.10.00,90241000,90241000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9024.80.00,90248000,90248000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9024.90.00,90249000,90249000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9026.10.20,90261020,90261020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9026.20.40,90262040,90262040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9026.80.20,90268020,90268020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9026.90.20,90269020,90269020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9026.90.40,90269040,90269040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9026.90.60,90269060,90269060,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.20.50,90272050,90272050,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.20.80,90272080,90272080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.30.40,90273040,90273040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.30.80,90273080,90273080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.50.10,90275010,90275010,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.50.40,90275040,90275040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.50.80,90275080,90275080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.80.25,90278025,90278025,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.80.45,90278045,90278045,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.80.80,90278080,90278080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.90.45,90279045,90279045,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.90.54,90279054,90279054,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.90.56,90279056,90279056,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.90.59,90279059,90279059,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.90.64,90279064,90279064,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.90.84,90279084,90279084,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9027.90.88,90279088,90279088,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9028.90.00,90289000,90289000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.10.00,90301000,90301000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.20.05,90302005,90302005,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.33.34,90303334,90303334,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.33.38,90303338,90303338,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.39.01,90303901,90303901,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.40.00,90304000,90304000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.82.00,90308200,90308200,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.90.25,90309025,90309025,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.90.46,90309046,90309046,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.90.66,90309066,90309066,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.90.68,90309068,90309068,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.90.84,90309084,90309084,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9030.90.89,90309089,90309089,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.10.00,90311000,90311000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.20.00,90312000,90312000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.41.00,90314100,90314100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.49.10,90314910,90314910,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.49.40,90314940,90314940,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.49.70,90314970,90314970,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.49.90,90314990,90314990,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.80.40,90318040,90318040,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.80.80,90318080,90318080,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.90.21,90319021,90319021,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.90.54,90319054,90319054,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.90.59,90319059,90319059,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.90.70,90319070,90319070,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9031.90.91,90319091,90319091,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.10.00,90321000,90321000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.20.00,90322000,90322000,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.81.00,90328100,90328100,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.89.20,90328920,90328920,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.89.40,90328940,90328940,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.89.60,90328960,90328960,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.90.21,90329021,90329021,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.90.41,90329041,90329041,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9032.90.61,90329061,90329061,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9033.00.20,90330020,90330020,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9033.00.30,90330030,90330030,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
9033.00.90,90330090,90330090,,list_1,9903.88.01,0.25,2018-07-06,active,FR-2018-06-20_2018-13248_List1.pdf
2710.19.30,27101930,27101930,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
2710.19.35,27101935,27101935,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
2710.19.40,27101940,27101940,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3403.19.10,34031910,34031910,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3403.19.50,34031950,34031950,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3403.99.00,34039900,34039900,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3811.21.00,38112100,38112100,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3811.29.00,38112900,38112900,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.10.10,39011010,39011010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.10.50,39011050,39011050,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.20.10,39012010,39012010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.20.50,39012050,39012050,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.30.20,39013020,39013020,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.30.60,39013060,39013060,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.90.10,39019010,39019010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.90.55,39019055,39019055,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3901.90.90,39019090,39019090,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3902.10.00,39021000,39021000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3902.20.10,39022010,39022010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3902.20.50,39022050,39022050,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3902.30.00,39023000,39023000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3902.90.00,39029000,39029000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3903.11.00,39031100,39031100,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3903.19.00,39031900,39031900,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3903.20.00,39032000,39032000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3903.30.00,39033000,39033000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3903.90.10,39039010,39039010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3903.90.50,39039050,39039050,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.10.00,39041000,39041000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.21.00,39042100,39042100,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.22.00,39042200,39042200,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.30.20,39043020,39043020,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.30.60,39043060,39043060,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.40.00,39044000,39044000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.50.00,39045000,39045000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.61.00,39046100,39046100,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.69.10,39046910,39046910,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.69.50,39046950,39046950,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.90.10,39049010,39049010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3904.90.50,39049050,39049050,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3905.12.00,39051200,39051200,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3905.19.00,39051900,39051900,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3905.21.00,39052100,39052100,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3905.29.00,39052900,39052900,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3905.30.00,39053000,39053000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3905.91.10,39059110,39059110,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3905.91.50,39059150,39059150,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3905.99.80,39059980,39059980,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3906.10.00,39061000,39061000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3906.90.10,39069010,39069010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3906.90.20,39069020,39069020,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3906.90.50,39069050,39069050,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.10.00,39071000,39071000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.20.00,39072000,39072000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.30.00,39073000,39073000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.40.00,39074000,39074000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.50.00,39075000,39075000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.61.00,39076100,39076100,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.69.00,39076900,39076900,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.70.00,39077000,39077000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.91.20,39079120,39079120,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.91.40,39079140,39079140,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.91.50,39079150,39079150,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.99.20,39079920,39079920,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3907.99.50,39079950,39079950,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3908.10.00,39081000,39081000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3908.90.20,39089020,39089020,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3908.90.70,39089070,39089070,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3909.10.00,39091000,39091000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3909.20.00,39092000,39092000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3909.40.00,39094000,39094000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3909.50.10,39095010,39095010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3909.50.20,39095020,39095020,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3909.50.50,39095050,39095050,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3910.00.00,39100000,39100000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3911.10.00,39111000,39111000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3911.90.10,39119010,39119010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3911.90.15,39119015,39119015,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3911.90.25,39119025,39119025,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3911.90.35,39119035,39119035,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3911.90.45,39119045,39119045,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3911.90.70,39119070,39119070,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3911.90.90,39119090,39119090,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3912.12.00,39121200,39121200,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3912.20.00,39122000,39122000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3912.39.00,39123900,39123900,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3912.90.00,39129000,39129000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3913.90.10,39139010,39139010,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3913.90.50,39139050,39139050,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3914.00.20,39140020,39140020,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3914.00.60,39140060,39140060,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3916.10.00,39161000,39161000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
3916.20.00,39162000,39162000,,list_2,9903.88.02,0.25,2018-08-23,active,FR-2018-08-16_2018-17709_List2.pdf
